Screen_bg,ConsentKey.keys,ConsentKey.rt,Begin.keys,Begin.rt,checkresp.keys,checkresp.corr,checkresp.rt,Attention.thisRepN,Attention.thisTrialN,Attention.thisN,Attention.thisIndex,Attention.ran,AttnQuestion,AttnAnswer,participant,PROLIFIC_ID,Age,Gender,Handedness,Native Language,date,expName,psychopyVersion,OS,frameRate,id,session,researcher,browser,xResolution,yResolution,NextStep.keys,NextStep.rt,InstRep.thisRepN,InstRep.thisTrialN,InstRep.thisN,InstRep.thisIndex,InstRep.ran,PracProceed.keys,PracProceed.rt,DisResp.keys,DisResp.corr,TargetPosition,TargetResp_p.keys,TargetResp_p.corr,TargetResp_p.rt,Prac_loop.thisRepN,Prac_loop.thisTrialN,Prac_loop.thisN,Prac_loop.thisIndex,Prac_loop.ran,Block,SalD,NSalD,Salience,Condition,PosMatch,Target,CorrectAnswer,Validity,Exp_proceed.keys,Exp_proceed.rt,PracRepeat.thisRepN,PracRepeat.thisTrialN,PracRepeat.thisN,PracRepeat.thisIndex,PracRepeat.ran,TargetResp.keys,TargetResp.corr,TargetResp.rt,headstartLearn.thisRepN,headstartLearn.thisTrialN,headstartLearn.thisN,headstartLearn.thisIndex,headstartLearn.ran,brkContinue.keys,ExpTrials.thisRepN,ExpTrials.thisTrialN,ExpTrials.thisN,ExpTrials.thisIndex,ExpTrials.ran,PauseResp.keys,PauseResp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,CA_Proceed.keys,CA_Proceed.rt,Resp1_2.keys,CAResponse.keys,CAResponse.corr,CAResponse.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,Solution,Performance,ContingencyChkScore,todebrief.keys,todebrief.rt,Finalend.keys,Finalend.rt
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.7253499999642372],8,1,33,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.42169500002637506],8,2,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.116334999911487],8,3,35,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.6485999999567866],9,0,36,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.45992999989539385],9,1,37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.1646900000050664],9,2,38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5617450000718236],9,3,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.7391249998472631],,,,,,,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.9699349999427795],,,,,,,0,1,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[1.2393849999643862],,,,,,,0,2,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5517099997960031],,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[1.1260350001975894],,,,,,,0,4,4,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.6572300000116229],,,,,,,0,5,5,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.927180000115186],,,,,,,0,6,6,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5419399999082088],,,,,,,0,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.1325850002467632],,,,,,,0,8,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.46082499995827675],,,,,,,0,9,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.7071400000713766],,,,,,,0,10,10,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.1962700001895428],,,,,,,0,11,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2179649998433888],,,,,,,0,12,12,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6031550001353025],,,,,,,0,13,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.7108700000680983],,,,,,,0,14,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.9558649999089539],,,,,,,0,15,15,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.49272500025108457],,,,,,,1,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.146879999898374],,,,,,,1,1,17,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[1.723849999718368],,,,,,,1,2,18,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.7066750000230968],,,,,,,1,3,19,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.497100000269711],,,,,,,1,4,20,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.8203600002452731],,,,,,,1,5,21,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8128349999897182],,,,,,,1,6,22,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.44100499991327524],,,,,,,1,7,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.7842000001110137],,,,,,,1,8,24,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.8293900000862777],,,,,,,1,9,25,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6193400002084672],,,,,,,1,10,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7198600000701845],,,,,,,1,11,27,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5136649999767542],,,,,,,1,12,28,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.4113650000654161],,,,,,,1,13,29,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.4915650002658367],,,,,,,1,14,30,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.5690150000154972],,,,,,,1,15,31,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.8098200000822544],,,,,,,2,0,32,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.39759499998763204],,,,,,,2,1,33,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.5729249999858439],,,,,,,2,2,34,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6111300000920892],,,,,,,2,3,35,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.7220550002530217],,,,,,,2,4,36,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.45968500012531877],,,,,,,2,5,37,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.600194999948144],,,,,,,2,6,38,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.865300000179559],,,,,,,2,7,39,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.7832949999719858],,,,,,,2,8,40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.4564549997448921],,,,,,,2,9,41,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.595339999999851],,,,,,,2,10,42,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7652549999766052],,,,,,,2,11,43,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.5303350002504885],,,,,,,2,12,44,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.074860000051558],,,,,,,2,13,45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.9764100001193583],,,,,,,2,14,46,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.2356500001624227],,,,,,,2,15,47,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.5636350000277162],,,,,,,3,0,48,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7289750003255904],,,,,,,3,1,49,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
