Screen_bg,ConsentKey.keys,ConsentKey.rt,Begin.keys,Begin.rt,checkresp.keys,checkresp.corr,checkresp.rt,Attention.thisRepN,Attention.thisTrialN,Attention.thisN,Attention.thisIndex,Attention.ran,AttnQuestion,AttnAnswer,participant,PROLIFIC_ID,Age,Gender,Handedness,Native Language,date,expName,psychopyVersion,OS,frameRate,id,session,researcher,browser,xResolution,yResolution,NextStep.keys,NextStep.rt,InstRep.thisRepN,InstRep.thisTrialN,InstRep.thisN,InstRep.thisIndex,InstRep.ran,PracProceed.keys,PracProceed.rt,DisResp.keys,DisResp.corr,TargetPosition,TargetResp_p.keys,TargetResp_p.corr,TargetResp_p.rt,Prac_loop.thisRepN,Prac_loop.thisTrialN,Prac_loop.thisN,Prac_loop.thisIndex,Prac_loop.ran,Block,SalD,NSalD,Salience,Condition,PosMatch,Target,CorrectAnswer,Validity,Exp_proceed.keys,Exp_proceed.rt,PracRepeat.thisRepN,PracRepeat.thisTrialN,PracRepeat.thisN,PracRepeat.thisIndex,PracRepeat.ran,TargetResp.keys,TargetResp.corr,TargetResp.rt,headstartLearn.thisRepN,headstartLearn.thisTrialN,headstartLearn.thisN,headstartLearn.thisIndex,headstartLearn.ran,DisResp.rt,brkContinue.keys,ExpTrials.thisRepN,ExpTrials.thisTrialN,ExpTrials.thisN,ExpTrials.thisIndex,ExpTrials.ran,PauseResp.keys,PauseResp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,CA_Proceed.keys,CA_Proceed.rt,Resp1_2.keys,CAResponse.keys,CAResponse.corr,CAResponse.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,Solution,Performance,ContingencyChkScore,todebrief.keys,todebrief.rt,Finalend.keys,Finalend.rt
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.6589450000001307],8,0,32,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,e,0,"[-0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.8590949999997974],8,1,33,1,1,0.821075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""u"",""e""]",0,"[0.511434999999409,1.0155649999996967]",8,2,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4104149999993467],8,3,35,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6267700000007608],9,0,36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[2.192250000000058],9,1,37,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.5146599999997648],9,2,38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6628300000002127],9,3,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.701415000000452],,,,,,,,0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[1.583520000000135],,,,,,,,0,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.763245000000154],,,,,,,,0,2,2,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.5465450000002079],,,,,,,,0,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6793350000007194],,,,,,,,0,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.7303949999995893],,,,,,,,0,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.4613050000007206],,,,,,,,0,6,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.0433350000002974],,,,,,,,0,7,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.2712799999999902],,,,,,,,0,8,8,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.1494549999997616],,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.004769999999553],,,,,,,,0,10,10,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.0138300000007803],,,,,,,,0,11,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.8189999999995052],,,,,,,,0,12,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.4047099999997954],,,,,,,,0,13,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.7524550000007935],,,,,,,,0,14,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.6277000000000044],,,,,,,,0,15,15,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.5000049999999305],,,,,,,,1,0,16,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.612739999999576],,,,,,,,1,1,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.7167250000002809],,,,,,,,1,2,18,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4681399999999485],,,,,,,,1,3,19,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6180049999993571],,,,,,,,1,4,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[2.0329850000006786],,,,,,,,1,5,21,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.3742100000008008],,,,,,,,1,6,22,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[1.41575499999999],,,,,,,,1,7,23,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.847819999999956],,,,,,,,1,8,24,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.3584499999997206],,,,,,,,1,9,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2744900000006396],,,,,,,,1,10,26,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.49264000000044916],,,,,,,,1,11,27,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""e"",""u""]",0,"[0.5349099999993996,0.6344049999997878]",,,,,,,,1,12,28,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.0932949999996708],,,,,,,,1,13,29,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2829849999998828],,,,,,,,1,14,30,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.8279849999998987],,,,,,,,1,15,31,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.769720000000234],,,,,,,,2,0,32,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[2.1491900000000896],,,,,,,,2,1,33,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.3333849999999643],,,,,,,,2,2,34,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.6135400000002846],,,,,,,,2,3,35,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6747249999999099],,,,,,,,2,4,36,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6620100000000093],,,,,,,,2,5,37,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.636449999999968],,,,,,,,2,6,38,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.7267300000003161],,,,,,,,2,7,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[2.4254850000006627],,,,,,,,2,8,40,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6702949999998964],,,,,,,,2,9,41,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.8516949999993813],,,,,,,,2,10,42,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.026179999999897],,,,,,,,2,11,43,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.44100999999955093],,,,,,,,2,12,44,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.8935499999997774],,,,,,,,2,13,45,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.8966950000003635],,,,,,,,2,14,46,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.7550499999997555],,,,,,,,2,15,47,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
